22,22,22,22,9,11,11,22,3,1,4,3,1,2,1,3,2,2,3,2,1,3,1,3,1,1,1,1,22,2,2,2,2
22,11,22,22,22,22,22,3,3,11,1,4,1,1,2,1,1,2,2,1,1,1,16,1,1,10,1,1,8,1,1,1,1
22,11,22,22,10,22,2,22,6,6,3,2,11,7,1,4,3,3,4,1,3,16,16,1,3,1,1,1,3,1,2,2,1
22,11,22,11,22,22,7,1,4,22,4,11,1,7,2,22,3,2,2,1,3,22,3,1,1,1,1,1,1,4,14,12,1
22,22,22,7,3,4,22,1,3,1,1,22,22,1,11,22,11,2,1,22,11,22,11,1,7,6,1,1,1,1,1,3,1
22,22,22,5,22,22,2,1,3,1,3,2,1,3,4,2,3,1,16,16,16,6,1,2,3,1,1,1,2,1,1,3,1
11,22,22,11,22,4,22,11,22,3,1,9,1,2,1,2,1,1,1,1,1,11,1,2,1,1,1,1,1,1,1,1,1
22,22,22,22,22,3,9,9,1,1,11,1,1,1,3,22,1,3,1,1,1,1,1,1,1,7,1,1,1,4,1,1,1
11,22,4,3,4,22,22,1,3,22,22,11,22,22,1,1,1,2,1,1,1,1,1,1,22,11,2,3,2,3,1,1,1
22,22,22,9,22,11,22,22,22,22,6,1,1,22,1,1,22,3,3,22,20,5,1,20,3,3,1,2,2,1,5,2,1
11,22,22,22,5,3,4,11,3,3,3,2,1,3,3,1,1,1,2,3,14,1,1,1,1,1,1,1,2,8,1,1,1
22,22,22,4,9,4,22,4,11,4,1,2,3,22,3,11,1,3,11,11,2,1,1,1,1,1,1,1,2,2,2,1,1
11,22,22,11,22,3,22,22,3,3,1,3,1,1,1,3,3,3,3,1,16,3,12,6,3,2,1,8,1,1,1,4,1
22,22,22,22,11,22,2,7,11,1,22,22,2,1,1,22,3,1,1,1,22,1,3,22,1,2,2,8,1,1,2,1,1
22,22,22,22,5,9,6,1,6,22,1,6,1,1,20,3,13,13,3,1,3,1,1,1,1,1,1,2,1,1,1,3,1
22,22,22,2,2,4,6,11,22,2,22,22,22,22,22,1,3,3,1,1,2,2,1,1,6,7,1,1,1,1,2,1,1
22,22,22,22,5,1,22,11,3,11,3,3,2,1,22,1,22,22,3,2,4,2,22,22,22,20,20,20,1,1,1,8,1
22,22,22,22,22,22,22,8,3,3,22,3,22,4,2,2,3,4,2,16,1,3,3,1,1,2,1,1,1,3,10,1,1
22,22,22,5,22,4,22,6,1,11,2,2,2,4,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,2,3,1
22,22,22,5,9,11,3,3,3,11,4,3,1,3,1,1,22,11,2,1,2,20,1,10,16,16,14,2,6,10,1,4,1
11,22,4,22,3,22,5,4,22,3,3,3,3,3,1,2,1,7,2,3,12,3,1,1,1,3,1,3,1,1,18,16,1
11,22,22,22,2,3,22,3,9,22,3,22,6,6,3,1,1,3,1,16,16,1,12,1,12,1,12,1,4,2,2,3,1
11,22,22,4,22,4,4,4,4,3,6,2,11,6,1,3,17,3,22,22,2,14,22,18,14,1,12,1,10,6,2,3,1
22,22,22,22,7,11,22,3,1,22,22,1,22,2,2,5,7,5,22,1,22,22,3,2,1,1,1,1,1,1,1,1,1
22,22,22,9,22,2,11,1,11,6,22,22,1,1,1,1,1,16,16,1,1,1,2,1,3,1,3,6,1,1,1,1,1
22,11,22,22,22,6,11,22,6,1,1,3,11,3,1,3,22,1,1,11,1,1,1,1,11,22,1,2,1,1,1,1,1
22,22,22,22,9,9,2,9,22,3,1,3,2,5,3,1,3,11,1,2,3,2,1,2,1,2,1,3,1,7,1,1,1
22,11,7,4,3,11,22,22,2,3,3,22,22,3,1,1,4,1,2,2,1,1,1,7,3,1,1,1,2,8,1,7,1
11,22,2,4,4,4,11,1,4,2,3,1,11,22,3,1,1,22,1,8,16,1,14,1,1,14,1,3,3,8,8,1,1
22,22,11,5,11,22,4,4,4,11,11,3,4,20,2,8,1,5,1,1,1,2,1,2,4,16,1,1,1,10,3,1,1
22,22,22,22,22,22,7,16,2,22,11,3,22,22,11,8,1,1,1,22,2,5,2,1,1,1,1,2,1,1,1,1,2
22,22,22,1,4,2,3,22,3,22,3,3,4,1,20,2,2,1,2,2,1,16,16,16,2,1,6,12,1,6,12,10,1
11,22,4,4,3,1,4,1,22,3,2,2,1,2,2,1,1,3,2,3,3,1,2,1,2,3,1,1,1,12,2,1,1
22,11,22,22,7,4,7,3,3,2,22,2,3,1,1,10,20,16,1,2,1,16,16,2,1,1,1,2,1,1,2,2,1
11,22,22,4,22,22,7,22,22,22,22,22,3,3,3,22,1,1,5,1,2,1,3,12,3,12,10,10,1,1,1,4,1
22,22,22,11,22,5,3,3,1,1,3,1,1,1,1,1,3,1,2,22,1,1,22,2,1,8,1,1,2,1,1,1,1
22,11,22,22,22,11,4,3,8,9,1,2,22,2,11,2,4,11,2,2,1,1,1,1,1,1,1,2,2,2,1,3,1
11,22,22,22,22,22,3,22,6,1,11,5,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
22,22,22,7,22,22,9,22,4,4,1,3,1,3,22,1,1,22,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
11,22,22,22,22,4,2,22,1,4,11,1,22,2,1,3,3,2,1,1,2,2,1,1,1,2,2,14,2,12,8,8,1
22,11,22,22,22,9,2,22,1,3,22,22,2,22,22,16,1,4,2,1,8,2,1,1,1,3,1,1,1,1,1,3,1
11,22,22,22,22,22,2,3,5,11,5,7,3,1,8,1,2,1,1,4,1,1,1,3,1,3,3,3,12,4,1,3,1
22,22,22,11,22,22,8,3,3,3,11,1,22,1,1,3,22,11,2,3,4,2,2,14,14,14,1,14,1,2,4,1,1
22,11,22,22,22,22,22,4,6,22,3,1,1,1,1,1,2,1,3,2,20,7,1,2,1,14,6,5,3,6,2,3,1
22,22,11,22,1,22,22,22,11,22,22,22,3,3,3,1,3,22,2,22,3,3,1,7,2,2,3,3,1,12,12,8,1
22,22,22,11,22,22,4,11,4,3,3,5,1,1,10,1,3,1,2,22,11,2,2,1,2,1,3,2,5,1,3,1,1
22,22,11,22,22,4,5,22,11,22,11,1,6,1,1,22,1,22,1,3,1,3,11,11,12,3,8,2,1,1,1,6,1
22,22,22,22,9,22,5,5,2,1,22,2,22,22,1,2,3,1,3,3,3,1,3,14,1,12,1,3,2,2,2,5,1
22,22,11,22,22,11,1,9,9,1,3,22,6,22,1,2,1,2,22,1,22,1,2,1,2,2,2,1,1,10,1,5,1
11,22,22,4,11,4,3,2,22,22,1,22,22,1,3,11,1,1,2,22,22,3,22,22,3,1,11,20,18,3,2,1,1
